,Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre
82,1984,George Orwell,4.5,1481.8928778228144,797,"George Orwell's nightmare vision of a dystopian world has become more apt in these modern, chaotic times. Casting a pall of oppressive dread from the very first sentence, this classic audiobook takes hold of your imagination and stays with you long after the last four words are uttered. ",12 hours and 19 minutes,",#130 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Dystopian Science Fiction,#1 in Political Fiction,#4 in Literary Fiction"
83,The Alchemist (Hindi Edition),Paulo Coelho,4.4,796.0,668,"अंदलुशिया में रहनेवाले एक आम चरवाहे सैंतियागो की ये कहानी स्पेन से होते हुए मिस्र के रेगिस्तान जा पहुँचती है। जादुई रस-विधा, यानी ऐल्केमी, की तलाश में निकला ये युवा लड़का रास्ते में कई ज्ञानी दार्शनिकों और आध्यात्मिक गुरुओं से मिलता है। ज़िन्दगी बदल देनेवाले इस सफ़र की मंज़िल पर चरवाहे लड़के की मुलाक़ात जिस ऐल्केमिस्ट से होती है, वो न सिर्फ़ लड़के की, बल्कि हम सब की ज़िन्दगी बदल देने की काबिलियत रखता है। ",6 hours and 36 minutes,",#135 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Literary Fiction,#19 in Religious & Spiritual Fiction,#42 in Personal Development"
84,The Anarchy: The Relentless Rise of the East India Company,William Dalrymple,4.6,1375.0,1138,"Bloomsbury presents The Anarchy by William Dalrymple, read by Sid Sagar.",15 hours and 43 minutes,",#84 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Military History (Audible Audiobooks & Originals),#2 in Indian History (Audible Audiobooks & Originals),#2 in Colonialism & Post-Colonialism"
85,Zen: The Art of Simple Living,Shunmyo Masuno,4.7,256.0,752,Penguin presents the audiobook edition of Zen by Shunmyo Masuno. ,2 hours and 37 minutes,",#114 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Zen Buddhism,#4 in Meditation (Audible Audiobooks & Originals),#4 in Stress Management"
86,Poirot's Finest Cases: Eight Full-Cast BBC Radio Dramatisations,Agatha Christie,4.8,27.0,1093,John Moffatt stars as the Belgian detective Hercule Poirot. ,15 hours and 37 minutes,",            5 star,          ,            ,              81%,            ,          "
87,"Loaded: Money, Psychology, and How to Get Ahead Without Leaving Your Values Behind",Sarah Newcomb,4.5,63.0,586,YOUR MOST VALUABLE ASSET...IS YOU. LOADED WILL TEACH YOU HOW TO MAKE THE MOST OF IT.  ,6 hours and 54 minutes,",#56 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in African American History,#1 in Racism & Discrimination Studies,#1 in Violence in Society"
88,Sochiye Aur Ameer Baniye [Think and Be Rich],Napoleon Hill,4.5,2.0,836,"This is a Hindi translation of famous best-selling classic Think and Grow Rich. Napoleon Hill in this book defines the process by which listeners can achieve not just economic success but success in all aspects of life. He asserts that it is our mind and thoughts that shape our actions and that leads to success or failure in any venture and the author reveals the secret to its reader through this book of how we can give real shape to our dreams and aspiration through right thought, right action and right inspiration. Get a copy of this audiobook and embark on an enriching experience that will inspire and motivate you to work hard and achieve your goals.",11 hours and 10 minutes,",#74 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#21 in Personal Success,#229 in Personal Development & Self-Help"
89,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Tim Ferriss,4.4,1481.8928778228144,1002,"The latest groundbreaking tome from Tim Ferriss, the number-one New York Times best-selling author of The 4-Hour Workweek. ",22 hours and 41 minutes,",#102 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Developmental Psychology (Audible Audiobooks & Originals),#8 in Business Motivation & Self-Improvement,#26 in Personal Success"
90,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit Banerjee,4.5,957.0,1093,Brought to you by Penguin. ,14 hours and 44 minutes,",#77 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Globalisation Money & Finance,#1 in Economic Theory (Audible Audiobooks & Originals),#2 in Economic Conditions (Books)"
91,365 Panchatantra Stories,Adil Mukesh,4.2,424.0,668,The stories of Panchatantra are ancient Indian fables that were written in Sanskrit and Pali languages. The central characters in these fascinating fables are many times animals and birds. They show their most identifying characteristics in the various stories and impart valuable life lessons and morals. ,7 hours and 29 minutes,",#88 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Literary Criticism for Children,#2 in Fairy Tales, Folk Tales & Myths for Children,#57 in Children's Traditional Stories (Books)"
92,The Dhandho Investor: The Low-Risk Value Method to High Returns,Mohnish Pabrai,4.3,829.0,469,A comprehensive value-investing framework for the individual investor.,5 hours and 4 minutes,",#104 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Investing & Trading,#199 in Analysis & Strategy,#354 in Personal Development & Self-Help"
93,"Talk English: The Secret To Speak English Like A Native In 6 Months For Busy People, Learn Spoken English From The Success",Ken Xiao,4.0,621.0,233,"You have studied English for years, yet you still don't speak English well. You've tried many methods and you still make grammar mistakes, you still can't speak English fluently, and you still can't pronounce English words correctly. You can read English, but you feel too nervous or too shy to speak English. ",1 hour and 17 minutes,",#151 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in English Language Learning,#2 in Sporting Events & Organisations (Books),#41 in Language Learning & Teaching"
94,Azadi: Freedom. Fascism. Fiction.,Arundhati Roy,4.042091434576984,50.0,888,Brought to you by Penguin.,6 hours and 14 minutes,",#73 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fascism,#1 in Communism & Socialism,#4 in Political Structure & Processes"
95,Fire and Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R.R. Martin,4.4,1481.8928778228144,1002,"Set 300 years before A Game of Thrones, an even greater game began, one that set the skies alight with dragon flame and saw the Seven Kingdoms turned to ash.   ",26 hours and 24 minutes,",#193 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Action & Adventure Fantasy,#1 in Historical Fantasy,#2 in Military Fantasy"
96,Market Wizards: Interviews with Top Traders,Jack D. Schwager,4.6,612.0,836,"IMPORTANT UPDATE: This audio is the new recording by DJ Holte, which replaced the original inferior recording and also contains text that was added in the 2012 revised edition of Market Wizards. ",14 hours and 41 minutes,",#83 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Stocks,#2 in Marketing (Audible Audiobooks & Originals),#8 in Personal Finance"
97,The Story of My Experiments with Truth: An Autobiography,M. K. Gandhi,4.5,409.0,1093,"To mark the 150th anniversary of Gandhi's birth, DK presents the audiobook of The Story of My Experiments with Truth: An Autobiography, narrated by Sagar Arya.",20 hours and 27 minutes,",#154 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Historical Biographies,#4 in Indian History (Audible Audiobooks & Originals),#60 in Asian History (Books)"
98,48 Laws of Power,Robert Greene,4.4,2121.0,820,"Amoral, cunning, ruthless, and instructive, this piercing work distills 3,000 years of the history of power into 48 well-explicated laws. This bold volume outlines the laws of power in their unvarnished essence, synthesizing the philosophies of Machiavelli, Sun Tzu, Carl von Clausewitz, and other infamous strategists. The 48 Laws of Power will fascinate any listener interested in gaining, observing, or defending against ultimate control. ",23 hours and 6 minutes,",#140 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Ethics & Morality Philosophy,#2 in Political Science History & Theory,#23 in Political Theory"
99,"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",Anil Lamba,4.6,460.0,668,"There is no such thing as a non-finance person. It is an error to think that finance management is limited to the Finance Department alone. In fact, it is happening right through the organization - for every action you take impacts the bottom line of your company. Listen to this book to understand what profit really means and how inventory and sales impact it. Learn to read balance sheets and deploy funds intelligently. Make the most efficient use of your working capital and discover the simple secrets of marginal costing, leverage and funds flow. Written in a simple conversational style, romancing the balance sheet will teach you all the intelligent ways of good financial management.",5 hours and 27 minutes,",#95 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Education (Audible Audiobooks & Originals),#6 in Business Management,#39 in Education (Books)"
100,Yuval Noah Harari: Audible Sessions: FREE Exclusive Interview,Robin Morgan,4.7,18.0,0,"Professor Yuval Noah Harari is a lecturer at the Department of History at the Hebrew University of Jerusalem. Gaining his PhD from Oxford University, he has published several books and articles. His most recent works comprise the international bestseller Sapiens: A Brief History of Humankind and, most recently Homo Deus: A Brief History of Tomorrow. ",19 minutes,",#9 Free in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biographies of Authors"
101,Who Will Cry When You Die? (Hindi): Life Lessons from the Monk Who Sold His Ferrari,Robin Sharma,4.4,217.0,668,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying) ",5 hours and 9 minutes,",#133 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Personal Success,#463 in Personal Development & Self-Help"
102,Anxious People,Fredrik Backman,4.6,22.0,888,Brought to you by Penguin.,9 hours and 52 minutes,",#100 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Humorous Fiction,#3 in Crime Fiction,#28 in Humour (Books)"
103,Outliers: The Story of Success,Malcolm Gladwell,4.3,1481.8928778228144,500,"In this stunning new book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers"" - the best and the brightest, the most famous and the most successful. He asks the question: what makes high achievers different? His answer is that we pay too much attention to what successful people are like and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band. ",7 hours and 18 minutes,",#112 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Social Psychology,#4 in Anthropology (Audible Audiobooks & Originals),#9 in Business Motivation & Self-Improvement"
